file_id,text,duration
common_voice_ka_42534647_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534647_0 ფაილისთვის.,3.0
common_voice_ka_42114499_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114499_0 ფაილისთვის.,3.0
common_voice_ka_42114953_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114953_0 ფაილისთვის.,3.0
common_voice_ka_42114211_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114211_0 ფაილისთვის.,3.0
common_voice_ka_42113817_0,ეს არის ტექსტის მაგალითი common_voice_ka_42113817_0 ფაილისთვის.,3.0
common_voice_ka_42593254_0,ეს არის ტექსტის მაგალითი common_voice_ka_42593254_0 ფაილისთვის.,3.0
common_voice_ka_42114873_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114873_0 ფაილისთვის.,3.0
common_voice_ka_41972895_0,ეს არის ტექსტის მაგალითი common_voice_ka_41972895_0 ფაილისთვის.,3.0
common_voice_ka_42114075_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114075_0 ფაილისთვის.,3.0
common_voice_ka_42534706_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534706_0 ფაილისთვის.,3.0
common_voice_ka_42114350_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114350_0 ფაილისთვის.,3.0
common_voice_ka_42115014_0,ეს არის ტექსტის მაგალითი common_voice_ka_42115014_0 ფაილისთვის.,3.0
common_voice_ka_42534663_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534663_0 ფაილისთვის.,3.0
common_voice_ka_42114518_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114518_0 ფაილისთვის.,3.0
common_voice_ka_42245993_0,ეს არის ტექსტის მაგალითი common_voice_ka_42245993_0 ფაილისთვის.,3.0
common_voice_ka_42114619_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114619_0 ფაილისთვის.,3.0
common_voice_ka_42119312_0,ეს არის ტექსტის მაგალითი common_voice_ka_42119312_0 ფაილისთვის.,3.0
common_voice_ka_42534640_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534640_0 ფაილისთვის.,3.0
common_voice_ka_42534605_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534605_0 ფაილისთვის.,3.0
common_voice_ka_42113895_0,ეს არის ტექსტის მაგალითი common_voice_ka_42113895_0 ფაილისთვის.,3.0
common_voice_ka_42612424_0,ეს არის ტექსტის მაგალითი common_voice_ka_42612424_0 ფაილისთვის.,3.0
common_voice_ka_42119075_0,ეს არის ტექსტის მაგალითი common_voice_ka_42119075_0 ფაილისთვის.,3.0
common_voice_ka_42534725_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534725_0 ფაილისთვის.,3.0
common_voice_ka_42593253_0,ეს არის ტექსტის მაგალითი common_voice_ka_42593253_0 ფაილისთვის.,3.0
common_voice_ka_42534680_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534680_0 ფაილისთვის.,3.0
common_voice_ka_42114874_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114874_0 ფაილისთვის.,3.0
common_voice_ka_42114908_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114908_0 ფაილისთვის.,3.0
common_voice_ka_42534744_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534744_0 ფაილისთვის.,3.0
common_voice_ka_42114786_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114786_0 ფაილისთვის.,3.0
common_voice_ka_42534659_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534659_0 ფაილისთვის.,3.0
common_voice_ka_42119270_0,ეს არის ტექსტის მაგალითი common_voice_ka_42119270_0 ფაილისთვის.,3.0
common_voice_ka_42379371_0,ეს არის ტექსტის მაგალითი common_voice_ka_42379371_0 ფაილისთვის.,3.0
common_voice_ka_42534598_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534598_0 ფაილისთვის.,3.0
common_voice_ka_42534664_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534664_0 ფაილისთვის.,3.0
common_voice_ka_42114096_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114096_0 ფაილისთვის.,3.0
common_voice_ka_42113767_0,ეს არის ტექსტის მაგალითი common_voice_ka_42113767_0 ფაილისთვის.,3.0
common_voice_ka_42114277_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114277_0 ფაილისთვის.,3.0
common_voice_ka_42245994_0,ეს არის ტექსტის მაგალითი common_voice_ka_42245994_0 ფაილისთვის.,3.0
common_voice_ka_42534666_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534666_0 ფაილისთვის.,3.0
common_voice_ka_42534623_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534623_0 ფაილისთვის.,3.0
