sentence_id	sentence	sentence_domain	source
5064d41be8d7a6181ac0d4850cfe8ba051eda016656c1c0a3ece5187217e012f	თუნთიქ მიგერუა და ბაბა უწია.		ინტერნეტი
506a400a3cb1286b11e4bdd61febbdd1b4d766cd9df269dbcfadc3651d9a27f8	ბრელ ფითქის ბრელ შურიშ  ებარა ოკონია.		ინტერნეტი
5070db0b6c1e2e3e461fcb7cdb8e6981e29b0f24b0ad9004c666d865c31738d9	ნეიმარი და მესი მაგარია		ასდ
50b86858b07878d3b3789772273b661e82ddff884a696144b93746cade896ebb	მუსჷთ შეხვადგქჷნი თის მეუხვადია		ინტერნეტი
50e39b5dd21e2afa9d4fe53b7e72db4dce8c844d65d8cb0d338b15897fd58f1e	დიდის ღმერთის საკურთხევლის მისთვის ღვივის ცეცხლი გულში		ილია ჭავჭავაძის ლექსი ''პოემა''
50e5ba48f3b7605527e982e7c1b7f417c78ab4700f0d14d7433f841325366992	შუ̂ა̈ნ ლახუ̂  ა̈დგი ლი.		"ვარლამ თოფურიას ""სვანური ენის სახელმძღვანელო"""
510b2a2ba1a78e2b7ad8183adecc7cc6c1d0083c0fcc495b292ef92dfe1e8bbd	ახალი მოჯგირეშენი ჯვეშის ნუ მიოჸოთა		ინტერნეტი
514ad85cf6b0959ce671982af399a4739a0d58332e548752519b72dde6b9cb9b	მესი მსოფლიოში ყველაზე მაგარი მოტამაშეა		ჯოჯო
5178ba404d20e0f978ba6d8bb7faa08225ddf1770ae519cb090f37a213c2c88e	რას ამბონენ ბავშვები პირველ სიტყვად		ნინლა
51b0e2c585bc970dbd5b1625ecfebb3766c2016b83310f3c45b224e247d3aa51	გიორგი ჯგუშია მაგარი ფახბურთელი		გიო
51b7f7eb98ac571428fbe779b00ee8a8fe058bf6443d3b94d838b2be3cdc852c	ეს არის ას სამოცდასამი ნივთი, ან რიცხვი ას სამოცდასამი.		https://ka.khanacademy.org/math/early-math/cc-early-math-add-sub-1000/cc-early-math-add-ones-tens-hundreds/v/adding-hundreds-tens-and-ones I have permission from Khan Academy to use this text under their Creative Commons license.
51d55ff76e87e7fb7922be55ec07a820b83bb912ba825b749595a14d2c133035	გარეუბანს, რომელიც წლების განმავლობაში მიტოვებული იყო, თანდათან სიცოცხლის ნიშან-წყალი ეტყობა.		VOA Georgian https://www.amerikiskhma.com/
522914676d6e883b17fe6190db5254bb0fb2da0766f2d9e2b735aaefc263d843	სარანდონმა გაეროს მხრიდან მიცემული მაღალი შეფასებისა და საპასუხისმგებლო მისიის დაკისრების შემდეგ, საზოგადოებას მიმართა.		VOA Georgian https://www.amerikiskhma.com/
52656d5705794604e492320e8739b4c2072b3ca552f1ac17249df0c4ec7e0663	გინი ვენორენ თი ეზოს ღორონთ ვემნაჯინენია		მეგრული ანდაზა
52747fc1474d0c1985de4d69c7a0f3613bfe8c54d05e7ed93032653a2972c946	ვაჭრუა მუმა დო სქუაშქას რენია		ინტერნეტი
52a9090597d40a5bb6242ad451f7ec09bfbcd1aa3ed14ce9eda887a83bbc4bb0	"""პაოლო და ვიტორიო ტავიანებმა დოკუმენტური დრამა „კეისარი უნდა მოკვდეს""შექსპირის „იულიუს კეისარის“ მიხედვით შექმნეს."""		VOA Georgian https://www.amerikiskhma.com/
52bd30d3bb8f6848ebf8063d1277a836e702185cffbf056c222b272e85648413	მე უნდა მოვყვე ჩემი სიყვარულის ისტორია მე სკოლაში შემიყვარდა საბა ქირია		ტვ 1-დან
52dd18614e981e199957d7ded107fd136a9092103713b67a8910ab4c975d5eee	დეგენერატია ბარბი გოგოხია		ჩუმად
52ebb261356a4a6d5f3b823ab8877b2dc7bfa471a99d054b67a758451a42bd2e	ამა ბლეკ ნიგერ		გგ
52f81c84599335bd3ce238578b1fba7a8172be383dc2cf75f9a562aa83dfd937	ნიცა ტამტამებზე უკრავს.		ლილე 
536a1e64373c468e0c695fb1976e1a1638390193e3eb57e80392958620607b59	ა ბატონო ბაწარიო მესსი რობბედ ბალონ დორ ანდ ფიფას ფავორიტე		ანდრო ნაჭყებია
536ab5f6abba6b8c17deec2e786303b164c0a22cf37a6d53f28e22ae9bb5086c	მას ჰქვია გურამი.		მე თვითონ
5391e92b84f6b731b0736da18d4c058608f25a4dd89ba2a7241676d96c84e023	ნაგზაჲსგა ა̈რი იშგუ̂იდ ლადეღ. 		"ვარლამ თოფურიას ""სვანური ენის სახელმძღვანელო"""
53c9919d6c04bf82d56c7720d1761ba9e8e8dcc76bb5ba557b926b7d46847185	ყველა გოგო შავია		დაჩი
540f3b40b50ee25c7e5988894db39f13ec96de0927b609a6cf745a0f571851d0	ღეჯ რექო ბო?	agriculture_food,automotive_transport	ინტერნეტი
548731bb18479aa50ba64aab4b0755deee1189f37b51eaff4e832f84d3662943	კენედის ცენტრში გამართული საზეიმო ცერემონიალი ორ დეკემბერს ტელევიზიით მთელი ქვეყნის მასშტაბით გადაიცემა.		VOA Georgian https://www.amerikiskhma.com/
54ca92b20e21e6a35aff3cb8011e3a4fc213dcb219654589f27ea7fcc3b7663e	ე ჯოღორ დიო ჭიჭე რე		ჩემი თავი
54ec8417de771211b15e92497108e63836fae11ddc09ff31f655f8f716b60875	თუნთის ლაჸაფი-ლაჸაფით კოჩქ ქაჭკუმუუა		ინტერნეტი
55554192d7f7d340d282c649f24ba39ef03d5f9e43650c55cb6920cd838696eb	მარტიქ საბერტე დოჭუა	media_entertainment	ინტერნეტი
55b2016cfae156682afba6667dfffbcfd80f5cb1d6ad6f4ad0bea089b99d0c55	ეს რვა წლამდე არ ვიცოდი	agriculture_food	წიგნი
5641096725df82273df669b66ff0d5e6a9fe1d5faabac1b85989cc81d3369eb7	ალბერ აინშტაინის ტვინი გაყიდეს		ლუკა შტაინი
56538b3240aad26f330c8690868fea016a6111bf734e6d1beb17ff873122db0b	ზოგიერთ ადამიანის სჯერა სიზმრების, შენ?	general	საკუთარი
56902a3e00c947a81504afb31aa0e7a6db80c783f92a37589131dc4aac0a6fba	"""ბარო ლაშა"""		წიგნიდან
569d880f1a7e33a132879e201d7f09bf0bc60bc6736135d099180019e3cc2da0	მოგება კი სპეციალურად ხელოვანი ადამიანებისთვის აშენებულ ბინებს მათთვის კიდევ უფრო ხელმისაწვდომს გახდის.		VOA Georgian https://www.amerikiskhma.com/
56b08c4783fb2d433aae2e4156114a35c66789ff4af769e4811d68e6a90ea4cf	ამდღარ საქმე ჭუმეშა ვაგნო		ჩემი თავი
56d3d7fba08064178048dc2af9cc85fb1ed3ac8b2f8d04875775222a793959e1	რონალდო ჯობია მესსის		ინტერნეტი
56f496bccebcfbe09bb080cdcf24ce3b6c5b46d79b52daf3f4ae27ef746690db	ჭინწარში ჭიჭინობელა ჭიანურივით ჭიჭინებს 		ჩემ მიერ არის შესრულებული
5703dc6bd124a7b292ef54c9ab3722d8dd32b7ccbc4b436a175d57dedb287a59	ფაქ უ 		ტვ 1-დან
572db7f431e2c880b19638d06c516a4b5f38f4cf426704aa724065b596c029af	ბიჭკები პიშკები		ანასტასია ყორშია
57307a6cc37788e6a7ec933b16751219c3043b55f8c99cd06557528a2751b938	ხოლო რაც შეეხება ბლუზის ვარსკვლავებსა და ფუძემდებლებს, ისინი ას წელს გადაცილებული მუსიკოსები არიან.		VOA Georgian https://www.amerikiskhma.com/
574de95c3e21da0348a896a45072ee56a827ee2f45884e84a38ead6820bc924d	რატომ მაინც და მაინც ამერიკის ოციანი წლები, ვეკითხებით სპექტაკლის დამდგმელ რეჟისორს.		VOA Georgian https://www.amerikiskhma.com/
57ac4496f0fe93fdd403a9060e763a5b88bdf518100f2c03d67aaa011c8bf3ee	გამარჯობა რამდენი წლის ხარ?		ჩემგან
57eaabfe08480d64d46b6efa61216bc7564640077ccf48301220ee2a264a6b7e	გვანაფა შელოცათ ვეჸუაფუ გასუქება შელოცვით არ იქნებაო		ინტერნეტი
58361fb669454ded2548839bb3e3b6f8bbd8f4749dd3ba24e873d4eb68e3a76f	ჩენჯდა ბიჩო სლეფ და ბიჩ ონ		დადიანები
588e931881bf8fac807fa3a5bf84e98b51eb6bec5a3b5c6069c2b66e114faa93	ომსჰი გიწვევთ გოგოებო		.
58a18074b808733e4e19b8677b3b4c28ec0b0c508aaf7f6686e99b8163881e9c	ჸუჩა ჩხოუ ხოლო ქაგუნია.		ინტერნეტი
58a520ce3fb58d83e7a46226e6853cde6c84fb59b5280985291d7b9eb72dd3ab	დაჩიიიიიიიიიიიიიიიიიი შავი არის ჯაჯაჯაჯაჯაჯჯჯაჯაჯაჯაააააა		ლ
58eb0f185f8b987465ba5746e488d42e9a2261694295535765cdca452d566a8c	ერთი თხილის გული, ცხრა ძმამ გაიყო.		ანდაზა
592fd3a13f553365d72d92a86e1deecc23e2c2222b444fd10ad726d83fff32f8	გოჟაჟილც ,გოჯღანჯღილს გოკვათილი გოტახილი უჯგუნია		ინტერნეტი
5955ff651bf6ce3215c2ab7c8b60cf8b8230dcabb84bc9bf6a73fe786b91300c	ლაგვანც იშო ქინაღვარედა აშო ქინგოღვარანცია.		მე თვითონ
5969d7fb9579115717fdac0e92e8bc14620e10cf505e75a6078e8283b39b48e1	ჩე დღა რე		მე თვითონ
59bb749a4cec0b50deaa7811880dc3a0ef2e58a719b7d60d8ce312c93903cd83	გლახა მეზობელი თირობას თორს ვემერჩანსია.		ინტერნეტი
59da13652da13e5f24a32c434cacc0acdfc8a265d5834ac31963cb2af54aa565	ამღვრეულ წყალში თევზს ადვილად იჭერენო 		ხალხური ანდაზა
59f1e0abe2e6d008c855a0927b0b19d4e686f3eaf18a55554ac7d792bc221b4a	ის მამის, ასევე ორღანისტის „პაპა“ ჯონ დიფრანჩესკოს გავლენის ქვეშ მოექცა.		VOA Georgian https://www.amerikiskhma.com/
5a01028396d91e1dc128cc09ee59c072884458f987f7381f5acd861a59dd071a	მოწყენა	general	ინტერნეტი
5a0abf137ed334954df58d755346f13ce242329b56db8a9e6ca1af11ed15bcdb	Doner Kebab Nacho Alejandro Garnacho Doner Kebab Nacho Alejandro Garnacho Megaphone Telephone Gianluigi Buffon	news_current_affairs	ინტერნეტი
5a59b380248d66030bfc11426239b451601ae259be7256fe4d8755ca6daa0121	ბაპე ცუდი ფეხბურთელია		//
5a859e92434d50fe937b288e916b508239fc60256cbbf1cf2bf5172b778cda8b	მესი გოათ		ჩემია
5ab13d76f10ca983ee806c0956ab3fb07e2bd588d8753ba397e232c5c3396d78	ღურუს სამართალი ვაუღუნია		მე თვითონ
5ac87fcca41334c8a5c53ded06a8194126aeee32c2fc191c6fc34a17bd06c6d0	თუ ანდაზა მოვიგონე ანუ მწერალი ვარ???		ანდრო ნაჭყებია
5bb195bb661e8ff19f732646af6914a05762d0f7e6a6bec684224681c219e45d	ადრეია ენადგინა		მეგრული
5bf13688dfb1c94b755358b25ac285fd094b18a76c0232912083e9ca5cc58e72	ჯინა ოკო ვარა არძას მუში ქჷმოხვადჷნია		ინტერნეტი
5c5167314c486fae6c4938c0d52f894169f2efe015b302b88cfab2eb9849ebe6	ბორო სკოჩის ჭკუა აში მუში უბორაშიწკჷმა		ინტერნეტი
5c9696d3dac1dd68e1467b3290e32c377595b0b11faea98a6412adbf05462e01	ჯგირო ქორდათ მარგალეფ		ოოო
5cc1f637e625fa9af7bb0e16d224150999ab133a3b33194388ae21e6dafcd98c	„ვისაც მარტოსულობა არ უყვარს, მას არც თავისუფლება უყვარს.”		შოპენჰაუერი
5cd1b3f88be8b79567e3d7ddaf20dfd24ad46fc5bff9c90fd51ed3e4e93b9f77	ანგიშ მანგი ჩანჩალაკია.ანგიშ მანგი თანგიენია.ალხანას ჩალხანა არ დაელევაო.		ნ.ჭეჟია
5cef1feea0b00cf7b80f870023c591c199e6f4bba92ae40b9013890375031a38	ართი კოც ხვალე სოფელი ვაშენებენია		ინტერნეტი
5d0b3f9509f8f968a745d7cab66dab947e87283d92755f80bbc80f26f8fb37a4	საქართველომ დამოუკიდებლობა ათასცხრას ოთხმოცტათერთმეტ წელს კვლავ მოიპოვა.		ჩემი შემოქმედება 
5d0f94c4b55a03762730066faa55929ffcf8c9990a179d82dc47becb8d29abc3	არიკის ართკაკალი ტყურა ვარენია		ინტერნეტი
5d762aa03d21831c21754d77757eaa08ff30d1422ecc470b81fb56a0984fe8ed	დასაწყისისთვის მარტო ერთი შედარებით მცირე ნაკლი ამოირჩიე და ის ფამოასწორე 		უცნობი ბიჭის დღიური
5d8738eb411346a8e751f1c3d0a5f2d54bd8986cf9351e3b5a03315a792f8b08	ჯონ კოლტრეინისა და „ქენონბოლ“ ადერლის პაექრობა საქსოფონებით კი შეუდარებელია.		VOA Georgian https://www.amerikiskhma.com/
5e0fe79283680dc21ad1b37cbfad6dd0bab4f90ae14867527bab407982c1f246	სამკაულები, პირადი ტუალეტის ნივთები, ფაიფურისა და ვერცხლის ჭურჭელი, დროში მთელი საუკუნით უკან დაგაბრუნებთ.		VOA Georgian https://www.amerikiskhma.com/
5e117f804287f2cbea6aea72e590927572a03f65279a829f094e2d1d4631eac4	ალალ-მართალ კოჩის ღორონთი ვემიოდინუანსია.„ალალ-მართალ კაცს ღმერთი არ დაკარგავსო“  	automotive_transport	თამარი კაკულია
5e26a19804a507de6293773f1deda54a134cc9900dbdc3b47b1f89bc274591a1	ჯიმა მუჭო რექ		მე თვითონ
5e5d9b331ecdbafd3fd1e47d41beaee026b5dd9a5edca7a32fb408f5b0c7f012	გოღა გოღაწო ირო ჭვენდუ		მე
5ea7a723092e15db0906aac197f85daae9ea8b29cc743bd3dff71e222225b0be	"ართი კოც ხვალე სოფელი ვაშენებენია.""ერთი კაცი მარტო სოფელს ვერ ააშენებსო"		ინტერნეტი
5eaee19dfc5a4a2fc65c2fdc0077533fd0e3f9289e7da1285d6251e74fccaf1f	ანთხებულ ცხენს ნაბადის ვაძირანანია.„დამფრთხალ ცხენს ნაბადს არ აჩვენებენო“		ნ.ჭეჟია
5efc9914e5ae5d3e9171a820352af8b8d567799a20e96e21329c0c0d54f9c56d	მე პატიოსა ნახალოვკელი ვარ		,
5f13fc9006ed3395847cdd3075c129f7784e1e77da87c1674c8ae3111c5bfa8f	ათოფსუმაშ წამალ ღოლეს დო მაჟია ქოდიჭყუა.„ჩაფსმის წამალი გაუკეთეს და მეორე დაიწყოო		ინტერნეტი
5f5192e36c9b279cd2c65401ae1a851e8e018577d4453c26f19f9d7723a8883a	უბრალოდ ბაღანააა		ინტერნეტი
5f8423ef54e2f02db444099b6eea9dc354cd42a96ab7ea85d265a4738c58167c	კლასში ახალი მოსწავლე მოვიდა პირველ დღეებში მასწავლებლისგან შენიშვნებს ხშირად იღებდა	general	წიგნიდან
5f974cc2a761c57a0ffd589a0f10134a01202a3732ca8cfea8e86863162bf68c	დადია მურცია  დო ბაჩილა შარას გილაჩოქუდუა		ინტერნეტი
5fa78383e12b39eaa63294d7e4a845d5ef4d4cff266b9f7b9b80bedb205d74d4	ვარჯიში მნიშვნელოვანია როგორც ფიზიკური, ასევე ფსიქიკური ჯანმრთელობისთვის.	general	მე მოვიფიქრე
5fbd8fcf7e94bdddd4b713f589601bc89a0e343fa60959b59bd0f59963233725	მე ვარ გიგი  მე   სკოლაში ვსწავლობ მე პაბჯის ვთამაშობ გიო		ინტერნეტი
5fc92c1bb2a73faa848da486ab7b54753af08b8d39e1eb8c375017b53ccaad5c	ეს ცხოვრება ისედაც მძიმეა, ცივი, როგორც ქვის ჯუნგლი.		VOA Georgian https://www.amerikiskhma.com/
5fdc728e1e8b72f0d7e81ffc89584e5997f69da8c47421c2ad17e597e673d39c	საქართველო-მიწადმოქმედების ერთ-ერთი უძველესი ქვეყანა	history_law_government	ისტორიის წიგნი
5fe1cff660cfa3c54894342885178b3daa72353ab26d74326b875781287fd018	ნაფურცინა არზიანო აძირენია		ინტერნეტი
600bfbb4730a20b4df1ab93b18701fbb708aeb36e2fa882d142276ff3f654e69	გვერქ თქუ: დიო დუს ქუაჩამუქ დო უკულ შხვასია		ინტერნეტი
601164dd4e3dea3e82fa3c0f3c4150763cfd8684a6c18cdc43a8831e0355d9b3	ის ბლუზის, ჯაზისა და კლასიკური მუსიკის შემსრულებელად ითველბოდა.		VOA Georgian https://www.amerikiskhma.com/
6018c4624ceecf4ac7c13d7dbff7b6db7222b4c0304e13f68a19fe7411241517	ამინდი ძალიან კარგია, წავიდეთ გარეთ!		ალექსი
6078d40249440011cb1e6783282e026cd52e6991c2b95c14f0d8e40c8fd3973e	შემდეგ კომპიუტერიზებულ ტესტებს უტარებდნენ გონების გაფანტულობის შესამოწმებლად.		VOA Georgian https://www.amerikiskhma.com/
60d7403a59a1951398942a372c1f26be8cfb252128411308c0605dc5ce0da97d	თუ დავწერეთ პლუს სამი, რას მივიღებთ?		https://ka.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-together-apart/v/adding-fruit I have permission from Khan Academy to use this text under their Creative Commons license.
60dc4447fb7238de918099fa39b53a3a41518712c183868ba76291d27c20d67d	ამინდი ოჭუმარეშე მერჩქინდუნია		ჩემი თავი
613dbbc54f0160bf48a0844fc1fd7f65212487cedee6d8d68867bd039ce13975	მოგვიანებით, თბილისის სხვადასხვა სამიტიკნოების მფლობელებისგან, სადაც კი ნიკალას ოდესმე უმუშავია, ნახატები გამოისყიდეს.		VOA Georgian https://www.amerikiskhma.com/
61464dc616d575d8490409086ae424574f7e350446b526beae793359865bdbb6	აკაშა მარცხი ქომოხვადუნ უკულ ნარღება მუს ოხვარუნია		მე
614e07552f4be2e28a04d7e623019b14f482a0800e69ff3d9ef907f2431b3307	 მორიელი დაღონდა, ცურვა არ იცოდა და ნაპირზე გასვლა არ შეეძლო.		მე 
615f488845aeda1b8b439b50e0862fdad51c5270414b0702ac1fd751cf87b4b2	ცოცკა მინდა		ოკ
6171398080f081b8da016cf7cff198c51cb218be003f100e769518df2d219850	მოდი, ესე გავყვეთ, სამივეს პირველი ვნახოთ.		https://ka.khanacademy.org/math/arithmetic-home/addition-subtraction/strategies-for-adding-two-and-three-digit-numbers/v/breaking-apart-three-digit-addition-problems I have permission from Khan Academy to use this text under their Creative Commons license.
618adb9c5eb24401637b206212483a6973864d12dd192bb582d18f652deccdf7	ბრელ ფითქის ბრელ შურიში ებარა ოკონია		ინტერნეტი
6199ef1d597525eddbe164673e4567a6de364b69a8ae438d0fefaeeca534b5b1	თირქ ჸინი იმოწმუა.		მეგრული ანდაზები
61cf07d3e05e8f9e7eb8f348f88d5909dde284b817cad7769e9adc055e56bb51	ორიანი, ანუ ორი ათეული.		https://ka.khanacademy.org/math/early-math/cc-early-math-add-sub-1000/cc-early-math-sub-ones-tens-hundreds/v/subtracting-3-digits I have permission from Khan Academy to use this text under their Creative Commons license.
6213106352471870fdc79521c42a3e1a435e186a6e71dc3faff67d16628da448	ჯგირი კოჩანა სოთინ ვეფულუნია		ინტერნეტი
62201d466b80d2d6b7e7154313a1b63c3bd92da4e31d0eaff6029711664f3604	"ართშა დედიბის ხოლო ქამარცხინუ კურდღელქ."""		მე  თვითონ
6237ab6a9753fa531277ef8462a61641537d0eb030ecf7d62f6f10d37582026a	ართი ოხვამერი პაპასითი ქააჩირთუნია		ინტერნეტი
624b46e56e8e18431fb704d6bffae1c3ce6c4244e4f26822ebe937505db71601	გლეხი კოჩქ თქუა: ელაჭკუმაფუშენი მუს გევჭირენქია გევოჭუანქ ჭკისია გევოშუანქ ღვინსია		ინტერნეტი
6268358066b0a787045f6a3ce54da67a89f1ef6cafa171c6fb05051d8b6bfb49	ირმებს სდია, მაგრამ ფეხმა უმტყუნა. ზედაც ბიჭი გადაუდგა…		.
62d07a3d6f159a3a696fe8a084ad5e77f91e9698dd5b2330a553d73db7b18209	თამარ მეთე ერთადერთი გოგო მეფე იყო საქართველოს მეფეებს შორის 		საზოგადო ნამუშევარი 
62febbb4f25925512cc3a82c8411f059bce1f0a619f9ed3571b9f50cd1c6cf9d	სანამ ნამარხ ძვლებს ქანებიდან ამოიღებენ მას სხვადასხვა მხრიდან სურათებს უღებენ.		ბუნება
6301199a6b11bfa0a90c3e7ccc392d10e944bfc56baaa52f814af82327d04a14	გამოკითხვაში ზოგი მადლობას ამბობს კარგი ჯანმრთელობის გამო.		VOA Georgian https://www.amerikiskhma.com/
6329d47569c0afba8a25b3dedf92ac552b01dd7c68f3665f4898f6843618b767	კატო არახამია ვარ ნორმალური		მე
636fbd1b966be769d2a8d1c22008346e917817ed4e5a6f3fb3566a650d09835a	მისი ქალიშვილი ლორნა ლაფტი მუსიკალურ ალბომში ახალგაზრდა თაობასაც მიმართავს.		VOA Georgian https://www.amerikiskhma.com/
63a90ae8638152a5c05cf9506da901ec16760bd861bcbc0165e43ce803431ad1	ლალალაააააალალალააააააა		ბარბარე ოყუჯავა
63a930f267b7749d1499f5b3070c2bf708236147f3e77c37c954440cc678f3b8	ოცს დამატებული ხუთი.		https://ka.khanacademy.org/math/arithmetic/arith-review-add-subtract/arith-review-subtract-within-100/v/introduction-to-regrouping-borrowing I have permission from Khan Academy to use this text under their Creative Commons license.
63aef621f522c838070cc496c127a4a2cd4c13c811d1944b520b763c66a19c4d	მარგალ ბაღანებ სკვამეფ რენა		მე
63d826c661acc8ea689dfcb5daa03d6a2c8379d50e8653b1e0f9d3adee631164	ვაჟკაცურად ითმენდა ტკივილს საათების განმავლობაში, მაგრამ ბოლოს მის სახეზე ერთი ცრემლი აკიაფდა. 		საკუათარი ნამუშევარი
63de2fcccca74c2aea58e72dd2bb74c0f11e9874dbd6686596216676480e897d	პირველი რიცხვი, რასაც გამოვაკლებთ ეს არის.		https://ka.khanacademy.org/math/early-math/cc-early-math-add-sub-1000/cc-early-math-sub-ones-tens-hundreds/v/subtracting-hundreds-and-tens I have permission from Khan Academy to use this text under their Creative Commons license.
63f3481704b47ad298c2fa10938e8f69a46145c520fb798a329d080bff1a65c8	გოგა ბუნების წყაროა		კარატე
640bf7dcc12aad46aa54a9bb7fd4a3f921ce35a156b5f4885c14248b67242a8b	გალენ ჭუკიქ დინახალენ გეგმორაუ		ინტერნეტი
649368a3752da5bbb756a41f076c4afba3aaa8c58d2ec7f86f642392121a72bc	სი გიჩქუნი იზმა მა ვა მიჩქუ.		მე თვითონ
64b50c999da47ca3acadc60b192d0346f0247d26869e4318ccce28fd94af27a6	მინდი ოჭუმარეშე მერჩქინდუნი	automotive_transport	ინტერნეტი
64e110fa8ba7200b9ce247c4a5da64073f9afd2e9582b31dd141246c5162f3b9	რეზკა იდი კა რეზკა		anano kvaracxelia
6511012479c8437348e2cd374dd44b22006ea093b9474b1b7675e0df9a708ec2	ილია ჭავჭავაძე იყო ქართველი საზოგადო მოღვაწე, ჟურნალისტი, პოლიტიკოსი და მწერალი.		ვიკიპედია
6571aab77ed0dfd43b425c56131ca068bc354d0da0ee23b7334a6e2b1038f97b	მუთ მოხვადუ ირფელ სკან დუდი რე		მე
65813194befc6d5110267d957c114ba0bfa6b931d282266ea1d8f74e2e90f3e9	საქართველოს ბევრი საინდერესო და ლამაზი კუთხე აქვს 		წიგნიდან
65991ea15fc64ecf8a96930078f948892279976455786c46a7a8492257e1d4ed	ველუქინ თინა იჸინი		ინტერნეტი
65b2ef13646bcce21afc6a7101a6372db0f109f2fca0e7b880ddd07ac3f156b2	ტელევიზორში ფეხბურთის ყურება მინდა.		საკუთარი ნამუშევარი
65c7ac843af2239c7e9c6ad3f121e0f794b370f41f52f4722ffdf7badc1a7d5c	პირველი საავტომობილო გზა, რომლითაც სამეგრელო სვანეთს დაუკავშირდა,ათას ცხრაას ოცდათოთხმეტი წელს გაიყვანეს.		ისტორია
65ef2efa3453c1f6714b1eac9bfca0be33bdd491138ef95cd1ab4c3986cb841e	   ზედმეტად ღრმაა ადამიანი, მე ცოტათი შევზღუდავდი.		ციტატა
66188629fd40be4f281484e2f5e2a631af9ec4a88500a60198fc587e8bd06eb3	შაკირა ლესდუ		ს
666b59c30e8246a910accb08c8b66410cc03bbdf807612aff23165ef55efe87c	მას კატო ჰქვია.		მე თვითონ
6673260e17ea7d62168d5386f5769a72d73f11f93a81cf42b2f61407c374b00e	ჲერხი ხუ̂იშდ ჭყჷნტა̈რ ი ჲერხი ლიხ დი̄ნ̄ა̄̈ლ.		"ვარლამ თოფურიას ""სვანური ენის სახელმძღვანელო"""
66e14f3f8d6c5197ca51cac91c84b62114a4bfd42a28562b9c8c24f7815e1a31	მე დავწერეეე		მეეეე
6709890e88fc5edf72b6838bb7366bfd15cdb9f0c637163db5ade6a621d7bc42	რწმენა ხანდახან უფრო ეფექტურია ვიდრე ძალა.		ეზოპე
6712493a6b1b9ef86e3f3ddc902bc2807acb7f82a3f18d1a95abe8141f06775c	მოდით ახლა ოცდახუთიც გადავწეროთ ეგრე.		https://ka.khanacademy.org/math/arithmetic/arith-review-add-subtract/arith-review-subtract-within-100/v/introduction-to-regrouping-borrowing I have permission from Khan Academy to use this text under their Creative Commons license.
67263ac419fb06098b9a09ee767f1aa9e44dd7c1c9d7730e1a144e316f85b7b7	ნინია უნდა დავანგრიო კალათბურთზე		ფაქტი
674d3b9eb80e6a2e249b350105fa04bb5ee10ac20a095ac80f63aa4462569824	მიში ბული მიში სხული		ინტერნეტი
67926e296d7f8a038d5f17e9cd6749880c8d8ef05455f1795ebf771ac9e6f85b	ტიპს ჰგონია რომ მაგარია		ალექსი
679e061ff401ee73de4bffde3010d3ba800f2d0af4376865982a5e726b2d360b	ილია ბექა ლევანი		ზ
67e5c22b9d8f50f713ef07303b6d5c67390617d3feb5d03ecb5da12ce354d2c3	"ნოსა ჸუდეს ართგანიშე გოქოსუნს დო მაჟიაგანიშე ოქოსალს მაჟია ნოსას ქოდუტენსია."""		მე
68105517190da8e008c8ee68693acedf0210a1bf33ef8bb0edc62b56cb6c6912	ბიჭები მოგიგებთ		დაჩი
6861e5b71225ca6ede88e6535d66854e9dd336cd35168eae1214d5e0c7de1f19	არძა ართი ჯვარალეფი რენანია		ინტერნეტი
688982ea4387248619568876c231df367f330c809b0da4694559428fe60418ae	დორნე კებაბ ნაჩო ალეხანდრო გარნაჩო		ნაცო
68d2d92213727a76d484c942dd7705150b194394402a68a1274dab4388508625	ქრისტიანო რონალდო, ფერად კანიანია    		ანდაზა
69940ee6393b72ede9d0b5530241d5c101cad9a0e4a58c1fc8edb34c6cc33608	ანდრო თოფურია დადის კარატეზე თაფლი  ზედმეტ სახელი		კარატე
699e9c85e251880475f499ad1dfe9d7f41540903f65c33fdb350ee7160401365	ართი ხართას ვენოძჷდ დო მაჟიაშა გინმარღვანდესია		მე თვითონ
6a1e38cfc598f6b3118280e22e5fa4a85c4bbd5a667abc3f74295600ede4a881	ჯოხი მოიძებნება ლუკა გაილახება		ლუკა გაილახება
6a264d99895664209a6264aa7f7e7ced90089a67ee7c17e31351a19e84a35ab4	"""რაც მოგივა დავითაო ყველა შენი თავითაო"" "		ანდაზა
6a308b9d2c1a4cd11a8ce0cbbbd9208e1c6cbc411d50153865def1e0d06712e2	ფილმში „შთამომავლები,“ ოჯახის დრამა რეჟისორმა ალექსანდრე პეინმა მაღალი მხატვრული ოსტატობით გადმოსცა.		VOA Georgian https://www.amerikiskhma.com/
6a3e30e47640ce9644b3b458f9ad1e61d9c4a5e400ff22a61dd855b635118db6	საქართველოს გაუმარჯოს		წყაროო
6a8e863af530129efb3a0562e36ea01a01f2126644dcb3edd5a3682de9e51010	მეორე რვა ათეული არსად არ გვაქვს.		https://ka.khanacademy.org/math/arithmetic-home/addition-subtraction/strategies-for-adding-two-and-three-digit-numbers/v/breaking-apart-three-digit-addition-problems I have permission from Khan Academy to use this text under their Creative Commons license.
6a9a0dba1d5b9e187d4d1a5afdfe694bd2f4174de2df37ba0c641bbd3f229c44	ართი ცოდა მახინჯის უღუნია დო ჩხორო – მინჯესია		ინტერნეტი
